"ID";"Tipo";"Estado";"Data da solicitação";"Software/componente";"Assunto";"Autor";"Idade";"Data do fechamento"
"BUG-1884";"Falha/erro";"OFF";"07/02/2011";"Sicopri";"Gráficos sem casas decimais das legendas";"Diego";102;"20/05/2011"
"NEW-1887";"Nova funcionalidade";"OFF";"08/02/2011";"Sicopri";"Novo relatório de produtos";"Robson Pacífico";101;"20/05/2011"
"BUG-1917";"Falha/erro";"OFF";"09/02/2011";"School (web)";"Falha na geração do relatório quantitativo e gráfico";"Diego";36;"08/04/2011"
"BUG-1890";"Falha/erro";"OFF";"10/02/2011";"Sicopri";"Erro de digitação no Histórico do Produtor";"Evandro";99;"20/05/2011"
"BUG-1891";"Falha/erro";"OFF";"10/02/2011";"School (web)";"Duplicidade de Nomes no Cadastro de Professores";"Tiago";85;"06/05/2011"
"CHG-1892";"Mudança";"OFF";"14/02/2011";"School (web)";"Coluna de escolas na lista de Professores";"Carlos Fim";201;"02/09/2011"
"NEW-1897";"Nova funcionalidade";"OFF";"17/02/2011";"School (desktop)";"Relatório de Idade de Aluno por turma e aniversariante";"Carlos Henrique";768;"25/03/2013"
"CHG-1898";"Mudança";"OFF";"20/02/2011";"Facture-e";"Excluir a integração com o DIEF";"Carlos Fim";115;"15/06/2011"
"BUG-1899";"Falha/erro";"OFF";"22/02/2011";"School (desktop)";"Falha em campos do Ano Letivo ao finalizar o período letivo";"Gabrielle";139;"12/07/2011"
"BUG-1900";"Falha/erro";"OFF";"22/02/2011";"School (desktop)";"Erro na validação do arquivo Situação do Aluno 2010";"Gabrielle";139;"12/07/2011"
"REF-1901";"Refatoração";"OFF";"23/02/2011";"Sicopri";"Modelos de impressão";"Evandro";86;"20/05/2011"
"REF-1906";"Refatoração";"OFF";"24/02/2011";"Facture-e";"Inverter a direção dos métodos assign";"Carlos Fim";189;"02/09/2011"
"CHG-1903";"Mudança";"CAN";"25/02/2011";"School (desktop)";"Validar os dados do censo na inclusão dos dados no sistema";"Gabrielle";782;
"CHG-1907";"Mudança";"OFF";"28/02/2011";"School (desktop)";"Mudança na cor das linhas dos históricos";"Diego";107;"14/06/2011"
"CHG-1908";"Mudança";"OFF";"28/02/2011";"School (desktop)";"Impressão de dois boletins por folha";"Diego";107;"14/06/2011"
"CHG-1909";"Mudança";"OFF";"28/02/2011";"School (desktop)";"Linha diagonal nos históricos";"Diego";67;"06/05/2011"
"CHG-1910";"Mudança";"OFF";"28/02/2011";"School (desktop)";"Alteração no cadastro de séries";"Christopher";106;"14/06/2011"
"CHG-1915";"Mudança";"OFF";"02/03/2011";"Facture-e";"Novas Colunas no Relatório de Movimentação dos Produtos";"Carlos Henrique";160;"09/08/2011"
"CHG-2028";"Mudança";"OFF";"02/03/2011";"School (desktop)";"Alteração no Campo de Documentos";"Christopher";89;"14/06/2011"
"NEW-2029";"Nova funcionalidade";"OFF";"02/03/2011";"School (desktop)";"Inclusão de novo campo, na aba de documentos.";"Christopher";89;"14/06/2011"
"NEW-1919";"Nova funcionalidade";"OFF";"03/03/2011";"School (desktop)";"Importar o Código Matrícula do arquivo Situação do Aluno do censo";"Gabrielle";123;"04/07/2011"
"CHG-1920";"Mudança";"OFF";"04/03/2011";"School (web)";"Migração de Serviço de Hospedagem";"Áquila";64;"06/05/2011"
"NEW-1921";"Nova funcionalidade";"OFF";"04/03/2011";"Monnae";"Contas a receber";"Leandro";182;"02/09/2011"
"BUG-1923";"Falha/erro";"OFF";"04/03/2011";"Sicopri";"Notas emitidas que constam como não emitidas";"Diego";63;"06/05/2011"
"BUG-1924";"Falha/erro";"OFF";"04/03/2011";"Sicopri";"AIDF cadastrada não aparece na ficha do produtor";"Diego";63;"06/05/2011"
"BUG-1925";"Falha/erro";"OFF";"09/03/2011";"School (web)";"Login de um município com escola de outro";"Diego";30;"08/04/2011"
"BUG-1926";"Falha/erro";"OFF";"09/03/2011";"School (web)";"Falha na geração do Gráfico Distribuição de Alunos por Série";"Uiaciane";30;"08/04/2011"
"CHG-1927";"Mudança";"ACE";"09/03/2011";"School (desktop)";"Alteração da cor na legenda de gráficos";"Diego";770;
"BUG-1930";"Falha/erro";"OFF";"10/03/2011";"Sicopri";"Lotes de notas fiscais";"Evandro";71;"20/05/2011"
"CHG-1931";"Mudança";"OFF";"10/03/2011";"School (desktop)";"Texto ""Série Amparada por Lei""";"Carlos Henrique";124;"12/07/2011"
"BUG-1932";"Falha/erro";"OFF";"10/03/2011";"School (desktop)";"Erro na opção de imprimir a série no histórico";"Gabrielle";124;"12/07/2011"
"BUG-1933";"Falha/erro";"OFF";"10/03/2011";"School (desktop)";"Alterar Cor/Raça ""Preta"" p/ ""Negra"" no cadastro de alunos e professores";"Jardel";57;"06/05/2011"
"NEW-1935";"Nova funcionalidade";"OFF";"14/03/2011";"School (web)";"Opção para alterar e/ou excluir um usuário na Web";"Diego";537;"31/08/2012"
"BUG-1936";"Falha/erro";"OFF";"14/03/2011";"Facture-e";"Texto na Natureza de Operação";"Carlos Henrique";94;"15/06/2011"
"CHG-1954";"Mudança";"OFF";"15/03/2011";"School (desktop)";"Retirar o preenchimento automático da Data da Matrícula";"Gabrielle";120;"12/07/2011"
"BUG-1960";"Falha/erro";"OFF";"15/03/2011";"School (desktop)";"Falha na descrição do resultado no Atestado de Escolaridade";"Gabrielle";120;"12/07/2011"
"NEW-1988";"Nova funcionalidade";"OFF";"15/03/2011";"School (desktop)";"Pré-visualização da Ata de Resultados Finais";"Gabrielle";240;"09/11/2011"
"CHG-1994";"Mudança";"OFF";"15/03/2011";"School (desktop)";"Alterar o processo do resultado para a Educação Infantil";"Gabrielle";673;"16/01/2013"
"CHG-2025";"Mudança";"OFF";"16/03/2011";"Sicopri";"Cadastro de itens na nota";"Leandro";52;"06/05/2011"
"BUG-2026";"Falha/erro";"OFF";"16/03/2011";"Sicopri";"Relatório de Armazenagem x Vendas";"Evandro";65;"20/05/2011"
"CHG-2031";"Mudança";"OFF";"16/03/2011";"Sicopri";"Notas fiscais com desconto";"Evandro";50;"06/05/2011"
"CHG-2058";"Mudança";"OFF";"16/03/2011";"Sicopri";"Gráfico de Situação dos Produtores";"Evandro";59;"20/05/2011"
"CHG-2030";"Mudança";"OFF";"17/03/2011";"Sicopri";"Campo para ICMS de transporte";"Evandro";361;"12/03/2012"
"CHG-2032";"Mudança";"OFF";"18/03/2011";"Facture-e";"Validação no cadastro de destinatário";"Leandro";89;"15/06/2011"
"NEW-2033";"Nova funcionalidade";"OFF";"18/03/2011";"School (web)";"Relatório do Total de Alunos";"Marco Aurélio";669;"15/01/2013"
"BUG-2037";"Falha/erro";"OFF";"21/03/2011";"Facture-e";"Naturezas de Operação";"Leandro";87;"15/06/2011"
"BUG-2039";"Falha/erro";"OFF";"21/03/2011";"Facture-e";"Razão Social do destinatário no Conhecimento de Transporte";"Leandro";87;"15/06/2011"
"BUG-2040";"Falha/erro";"OFF";"21/03/2011";"Facture-e";"Campo razão social do Consignatário Conhecimento de transportes";"Leandro";87;"15/06/2011"
"CHG-2053";"Mudança";"OFF";"22/03/2011";"School (desktop)";"Configurar o Atestado de Escolaridade";"Diego";240;"17/11/2011"
"BUG-2054";"Falha/erro";"OFF";"22/03/2011";"Facture-e";"Arquivo Sintegra";"Leandro";86;"15/06/2011"
"BUG-2057";"Falha/erro";"OFF";"22/03/2011";"Facture-e";"Nota fiscal em DPEC";"Carlos Fim";85;"15/06/2011"
"BUG-2059";"Falha/erro";"OFF";"22/03/2011";"Facture-e";"Erro nas Informações Complementares da NF-e no DANFE";"Uiaciane";85;"15/06/2011"
"BUG-2060";"Falha/erro";"OFF";"23/03/2011";"Facture-e";"Realizar o cálculo automático para o ICMS com CSOSN 101";"Uiaciane";85;"15/06/2011"
"BUG-2061";"Falha/erro";"OFF";"23/03/2011";"Facture-e";"O Sistema não carrega as informações para a Guia ICMS";"Uiaciane";85;"15/06/2011"
"BUG-2062";"Falha/erro";"OFF";"23/03/2011";"Facture-e";"Falha ao alterar uma CFOP após o preenchimento da NF-e";"Uiaciane";84;"15/06/2011"
"BUG-2063";"Falha/erro";"OFF";"24/03/2011";"Sicopri";"Alteração no cadastro de Propriedades";"Carlos Henrique";57;"20/05/2011"
"CHG-2065";"Mudança";"OFF";"25/03/2011";"Facture-e";"Casas decimais no Valor Unitário";"Carlos Fim";82;"15/06/2011"
"CHG-2066";"Mudança";"OFF";"25/03/2011";"School (desktop)";"Mudança do Gráfico em Pizza";"Jefferson";304;"19/01/2012"
"BUG-2067";"Falha/erro";"OFF";"25/03/2011";"Facture-e";"Permitir o cadastro de itens com a quantidade zero";"Carlos Fim";82;"15/06/2011"
"BUG-2069";"Falha/erro";"OFF";"29/03/2011";"Sicopri";"Envio de nota";"Leandro";39;"06/05/2011"
"CHG-2070";"Mudança";"OFF";"29/03/2011";"Sicopri";"Gráfico de Situação dos Produtores por Distrito";"Carlos Henrique";53;"20/05/2011"
"BUG-2071";"Falha/erro";"OFF";"29/03/2011";"Facture-e";"Relatório no gird de conhecimento de transporte";"Leandro";79;"15/06/2011"
"BUG-2072";"Falha/erro";"OFF";"30/03/2011";"School (desktop)";"Erro na realização de filtros nos grids do Sistema com a coluna Código oculta";"Uiaciane";105;"12/07/2011"
"BUG-2074";"Falha/erro";"OFF";"30/03/2011";"School (desktop)";"Erro ao filtrar dados no Sistema";"Uiaciane";104;"12/07/2011"
"BUG-2077";"Falha/erro";"OFF";"30/03/2011";"Facture-e";"Falha ao alterar uma nota fiscal, não fez a movimentação do estoque.";"Robson Pacífico";77;"15/06/2011"
"BUG-2079";"Falha/erro";"OFF";"30/03/2011";"Facture-e";"Falha ao recuperar o valor unitário dos itens";"Carlos Fim";77;"15/06/2011"
"BUG-2080";"Falha/erro";"OFF";"01/04/2011";"Facture-e";"Falha na Geração do Relatório de Estoque";"Uiaciane";76;"15/06/2011"
"BUG-2081";"Falha/erro";"OFF";"01/04/2011";"Facture-e";"O Sistema não está salvando as duplicatas de uma Nota Fiscal";"Uiaciane";76;"15/06/2011"
"CHG-2082";"Mudança";"OFF";"01/04/2011";"Sicopri";"Acrescentar ""Córrego"" nos Tipos de Logradouro.";"Robson Pacífico";50;"20/05/2011"
"CHG-2085";"Mudança";"OFF";"04/04/2011";"Sicopri";"Opção de filtrar por categoria no relatório de destino dos produtos";"Diego";456;"03/07/2012"
"BUG-2086";"Falha/erro";"OFF";"04/04/2011";"Sicopri";"Falha no controle de talões incompletos";"Diego";72;"15/06/2011"
"CHG-2087";"Mudança";"OFF";"04/04/2011";"Facture-e";"Número Duplicatas";"Leandro";72;"15/06/2011"
"NEW-2092";"Nova funcionalidade";"OFF";"06/04/2011";"Sicopri";"Relatório de produtores sem talão";"Diego";341;"12/03/2012"
"BUG-2093";"Falha/erro";"OFF";"07/04/2011";"Facture-e";"Sequência numérica das notas fiscais.";"Leandro";149;"02/09/2011"
"CHG-2094";"Mudança";"OFF";"07/04/2011";"Monnae";"Tamanho do campo histórico";"Leandro";89;"04/07/2011"
"REF-2095";"Refatoração";"OFF";"07/04/2011";"Facture-e";"Modificar a criação e gerenciamento dos arquivos XML";"Carlos Fim";148;"02/09/2011"
"CHG-2096";"Mudança";"OFF";"07/04/2011";"Facture-e";"Melhorias no lançamento de duplicatas";"Carlos Fim";69;"15/06/2011"
"NEW-2106";"Nova funcionalidade";"OFF";"11/04/2011";"Facture-e";"Cadastrar os códigos NCM no Sistema";"Uiaciane";277;"12/01/2012"
"CHG-2107";"Mudança";"OFF";"11/04/2011";"Sicopri";"Aumentar o Tamanho da Fonte dos Relatórios";"Uiaciane";336;"12/03/2012"
"NEW-2109";"Nova funcionalidade";"OFF";"11/04/2011";"Sicopri";"Criar o Relatório de Vendas por Empresa";"Uiaciane";336;"12/03/2012"
"BUG-2123";"Falha/erro";"OFF";"11/04/2011";"Sicopri";"Lotes de Notas Fiscais";"Robson Pacífico";372;"17/04/2012"
"NEW-2337";"Nova funcionalidade";"OFF";"11/04/2011";"Sicopri";"Mudança no campo produtor";"Christopher";40;"14/06/2011"
"BUG-2129";"Falha/erro";"OFF";"12/04/2011";"Sicopri";"Erro na elaboração do historico do produtor";"Marco Aurélio";24;"06/05/2011"
"BUG-2131";"Falha/erro";"OFF";"12/04/2011";"School (web)";"Falha no envio de dados do aplicativo AUS quando pasta compartilhada";"Áquila";35;"17/05/2011"
"REF-2139";"Refatoração";"OFF";"12/04/2011";"Facture-e";"Melhorar a eficiência no consumo de webservices";"Carlos Fim";143;"02/09/2011"
"NEW-2141";"Nova funcionalidade";"OFF";"12/04/2011";"School (web)";"Criar relatório de alunos com  opções do gerador filtros";"Marco Aurélio";512;"05/09/2012"
"CHG-2145";"Mudança";"OFF";"13/04/2011";"Sicopri";"Máscara nos campos de cadastro do Nirf e do Incra";"Leandro";334;"12/03/2012"
"NEW-2150";"Nova funcionalidade";"ACE";"13/04/2011";"School (desktop)";"Relatórios de dados do Censo Escolar (Escola e Turma)";"Gabrielle";735;
"CHG-2151";"Mudança";"OFF";"13/04/2011";"School (desktop)";"Adequar o sistema ao layout dos dados do Educacenso 2011";"Gabrielle";91;"12/07/2011"
"BUG-2154";"Falha/erro";"OFF";"13/04/2011";"Sicopri";"Data de entraga ao produtor no cadastro de talões";"Leandro";76;"27/06/2011"
"BUG-2172";"Falha/erro";"OFF";"13/04/2011";"Sicopri";"Travamento do sistema ao fechar";"Carlos Fim";37;"20/05/2011"
"NEW-2173";"Nova funcionalidade";"OFF";"13/04/2011";"Facture-e";"Implementar segurança no banco de dados.";"Flávio Delesposte";320;"27/02/2012"
"BUG-2174";"Falha/erro";"OFF";"13/04/2011";"Facture-e";"Travamento do sistema ao fechar";"Carlos Fim";63;"20/05/2011"
"BUG-2176";"Falha/erro";"OFF";"13/04/2011";"School (desktop)";"Travamento do sistema ao fechar";"Carlos Fim";90;"12/07/2011"
"BUG-2177";"Falha/erro";"OFF";"13/04/2011";"Facture-e";"Campo Informações complementares fica em branco";"Uiaciane";63;"15/06/2011"
"BUG-2178";"Falha/erro";"OFF";"13/04/2011";"Sicopri";"Tamanho das fontes no Windows";"Evandro";82;"04/07/2011"
"CHG-2233";"Mudança";"OFF";"15/04/2011";"Sicopri";"Campo referente ao último visto no talão";"Leandro";81;"04/07/2011"
"BUG-2242";"Falha/erro";"OFF";"18/04/2011";"Monnae";"Erro ao filtrar a coluna código informando número com vírgula";"Carlos Fim";2;"19/04/2011"
"BUG-2243";"Falha/erro";"OFF";"18/04/2011";"Monnae";"Erro de conversão ao incluir filtro na coluna Valor";"Carlos Fim";2;"19/04/2011"
"BUG-2244";"Falha/erro";"OFF";"18/04/2011";"Monnae";"Erro ao filtrar a coluna valor informando um texto no campo a ser filtrado";"Carlos Fim";2;"19/04/2011"
"CHG-2260";"Mudança";"OFF";"20/04/2011";"Geagro";"Campo cnpj no cadastro de processos";"Leandro";723;"11/04/2013"
"CHG-2262";"Mudança";"OFF";"25/04/2011";"Sicopri";"Mudanças na integração com o SICOP (SEFAZ)";"Carlos Fim";52;"15/06/2011"
"BUG-2269";"Falha/erro";"OFF";"26/04/2011";"Facture-e";"Problema na configuração do campo Micro-empresa";"Diego";51;"15/06/2011"
"BUG-2270";"Falha/erro";"OFF";"26/04/2011";"Facture-e";"Composição do valor total da nota no sintegra";"Leandro";50;"15/06/2011"
"CHG-2271";"Mudança";"OFF";"27/04/2011";"School (desktop)";"Opção de alteração de nome de secretária em Documentos";"Carlos Henrique";104;"09/08/2011"
"CHG-2272";"Mudança";"OFF";"27/04/2011";"School (desktop)";"Opção para definição do Gênero da Escola";"Carlos Henrique";48;"14/06/2011"
"CHG-2273";"Mudança";"OFF";"27/04/2011";"School (desktop)";"Exibição do Estado no Atestado de Escolaridade";"Carlos Henrique";197;"09/11/2011"
"CHG-2274";"Mudança";"OFF";"28/04/2011";"Sicopri";"Relatório de Destino com nome da empresa";"Diego";316;"08/03/2012"
"CHG-2276";"Mudança";"OFF";"29/04/2011";"Facture-e";"Remover dados de estoque do Relatório de Movimentação de Notas Fiscais";"Carlos Fim";48;"15/06/2011"
"CHG-2277";"Mudança";"OFF";"29/04/2011";"Facture-e";"Excluir o Relatório ""Análise de Compras""";"Carlos Fim";48;"15/06/2011"
"NEW-2281";"Nova funcionalidade";"OFF";"29/04/2011";"School (web)";"Relatorio de School Web de alunos evadidos";"Marco Aurélio";627;"15/01/2013"
"BUG-2283";"Falha/erro";"OFF";"29/04/2011";"School (web)";"Falha a cadastrar um novo usuário na Web";"Diego";8;"06/05/2011"
"BUG-2288";"Falha/erro";"OFF";"29/04/2011";"School (web)";"Páginas de Controle de Acesso e Validação de Estação em Branco";"Carlos Henrique";7;"06/05/2011"
"CHG-2290";"Mudança";"OFF";"02/05/2011";"Sicopri";"Alteração no layout do SICOP Importação - série";"Evandro";19;"20/05/2011"
"CHG-2293";"Mudança";"OFF";"02/05/2011";"Facture-e";"Forma de inclusão de veículo ao emitir Nota Fiscal";"Carlos Henrique";44;"15/06/2011"
"BUG-2294";"Falha/erro";"OFF";"02/05/2011";"School (desktop)";"Erro no campo email (Relatório do Censo)";"Carlos Henrique";71;"12/07/2011"
"BUG-2295";"Falha/erro";"OFF";"02/05/2011";"School (desktop)";"Erro em Impressão de Histórico";"Carlos Henrique";71;"12/07/2011"
"BUG-2297";"Falha/erro";"OFF";"02/05/2011";"School (desktop)";"Erro ao alterar série de Histórico";"Carlos Henrique";71;"12/07/2011"
"BUG-2307";"Falha/erro";"OFF";"03/05/2011";"School (desktop)";"Sistema sem recursos (Out of System Resources)";"Carlos Fim";71;"12/07/2011"
"CHG-2308";"Mudança";"OFF";"03/05/2011";"School (desktop)";"Opção de Seleção dos Alunos para Imprimir Boletins";"Carlos Henrique";191;"09/11/2011"
"NEW-2310";"Nova funcionalidade";"OFF";"03/05/2011";"School (desktop)";"Salvar textos para Atestado de Escolaridade";"Jardel";265;"23/01/2012"
"NEW-2311";"Nova funcionalidade";"OFF";"03/05/2011";"School (desktop)";"Salvar layout de impressao de boletis e historicos";"Jardel";265;"23/01/2012"
"NEW-2316";"Nova funcionalidade";"VER";"03/05/2011";"School (desktop)";"Cadastro de Funcionários das Escolas para geração de Relatórios";"Marco Aurélio";715;
"NEW-2329";"Nova funcionalidade";"OFF";"04/05/2011";"School (web)";"Inserir opção de filtrar por escola no gráfico de Aluno em relação a turma.";"Uiaciane";456;"02/08/2012"
"CHG-2330";"Mudança";"OFF";"04/05/2011";"School (web)";"Solicitar o preenchimento de todos os filtro do Gráfico de distribuição de Aluno";"Uiaciane";490;"05/09/2012"
"BUG-2332";"Falha/erro";"OFF";"04/05/2011";"School (web)";"Não é possível navegar com as setas direcionais do teclado (esquerda e direita) em um texto digitado no campo Nome do Aluno, da página, Lista de Alunos";"Flávio Delesposte";490;"05/09/2012"
"BUG-2340";"Falha/erro";"OFF";"05/05/2011";"Facture-e";"Modelo de CTRC";"Leandro";41;"15/06/2011"
"CHG-2342";"Mudança";"OFF";"06/05/2011";"School (desktop)";"Importação da tabela de alunos";"Diego";60;"04/07/2011"
"BUG-2344";"Falha/erro";"OFF";"06/05/2011";"Sicopri";"Erro no Relatório de Produção por Produto";"Uiaciane";41;"15/06/2011"
"CHG-2360";"Mudança";"OFF";"10/05/2011";"School (desktop)";"Alterações na Ata de Resultados Finais";"Gabrielle";588;"18/12/2012"
"CHG-2362";"Mudança";"OFF";"10/05/2011";"School (web)";"Alteração de DNS para servidor de Dados do AUS";"Áquila";13;"23/05/2011"
"CHG-2366";"Mudança";"OFF";"11/05/2011";"Facture-e";"Campo CST referente ao Item no Danfe.";"Leandro";35;"15/06/2011"
"NEW-2368";"Nova funcionalidade";"OFF";"12/05/2011";"Facture-e";"Impedir venda de produto sem estoque";"Breno";34;"15/06/2011"
"NEW-2369";"Nova funcionalidade";"OFF";"12/05/2011";"Facture-e";"Impedir a venda de Insumos e Matéria-prima";"Breno";34;"15/06/2011"
"CHG-2392";"Mudança";"OFF";"12/05/2011";"Sicopri";"PRODUÇÃO POR PRODUTOS";"Christopher";299;"12/03/2012"
"BUG-2372";"Falha/erro";"OFF";"13/05/2011";"School (desktop)";"Erro ao Incluir informações sobre outros Cursos do Professor";"Uiaciane";60;"12/07/2011"
"BUG-2378";"Falha/erro";"OFF";"16/05/2011";"Facture-e";"Erro ao validar os campos “Data de emissão” e “Data de entrada/saída” da tela de inclusão de notas fiscais.";"Flávio Delesposte";31;"15/06/2011"
"CHG-2384";"Mudança";"OFF";"16/05/2011";"Sicopri";"Relatório Totalizante";"Marco Aurélio";359;"09/05/2012"
"CHG-2387";"Mudança";"OFF";"17/05/2011";"Facture-e";"Rel. Duplicatas (especificar que tipo de data esta sendo utilizada no filtro)";"Jardel";126;"20/09/2011"
"BUG-2389";"Falha/erro";"OFF";"18/05/2011";"Sicopri";"Os relatórios não estão batendo";"Leandro";71;"27/07/2011"
"BUG-2391";"Falha/erro";"OFF";"18/05/2011";"Facture-e";"A consulta da tela de ""Localizar Produto"" não está funcionando";"Flávio Delesposte";28;"15/06/2011"
"CHG-2397";"Mudança";"OFF";"19/05/2011";"Monnae";"Mudanças na interface do sistema";"Carlos Fim";46;"04/07/2011"
"NEW-2398";"Nova funcionalidade";"OFF";"19/05/2011";"Monnae";"Destacar campos obrigatórios";"Carlos Fim";46;"04/07/2011"
"REF-2400";"Refatoração";"OFF";"19/05/2011";"School (web)";"Tratamento de conexões com o banco de dados";"Áquila";4;"23/05/2011"
"NEW-2404";"Nova funcionalidade";"ACE";"20/05/2011";"School (desktop)";"Armazenar a data de cada falta dos alunos";"Jardel";698;
"NEW-2405";"Nova funcionalidade";"OFF";"20/05/2011";"School (web)";"Sistema verificar se alunos foi matriculado em mais de uma escola";"Jardel";570;"10/12/2012"
"BUG-2407";"Falha/erro";"OFF";"20/05/2011";"Monnae";"Erro de conexão com o banco de dados";"Uiaciane";234;"09/01/2012"
"BUG-2408";"Falha/erro";"OFF";"20/05/2011";"School (desktop)";"Erro de conexão com o banco de dados";"Uiaciane";248;"23/01/2012"
"NEW-2414";"Nova funcionalidade";"OFF";"23/05/2011";"Facture-e";"Legenda do módulo de Produção e Perdas";"Uiaciane";23;"15/06/2011"
"CHG-2415";"Mudança";"OFF";"23/05/2011";"Facture-e";"Realizar filtro na legenda do Módulo de Notas Fiscais";"Uiaciane";23;"15/06/2011"
"CHG-2416";"Mudança";"OFF";"23/05/2011";"Facture-e";"Realizar filtro na legenda do Módulo de Produtos";"Uiaciane";23;"15/06/2011"
"CHG-2419";"Mudança";"OFF";"24/05/2011";"School (desktop)";"Adequação do Aplicativo ACIF para o Educa CENSO 2011";"Áquila";42;"04/07/2011"
"CHG-2420";"Mudança";"OFF";"24/05/2011";"School (web)";"Adequação do Aplicativo Schoolweb para o Educa CENSO 2011";"Áquila";258;"06/02/2012"
"BUG-2421";"Falha/erro";"OFF";"24/05/2011";"Facture-e";"CFOP 5.932 e 6.932 não estão funcionando";"Carlos Henrique";42;"04/07/2011"
"BUG-2425";"Falha/erro";"OFF";"24/05/2011";"Facture-e";"Campo informações complementares";"Leandro";22;"15/06/2011"
"BUG-2426";"Falha/erro";"OFF";"25/05/2011";"Sicopri";"Formatação de CPFs/CNPJs";"Evandro";22;"15/06/2011"
"BUG-2429";"Falha/erro";"OFF";"26/05/2011";"Facture-e";"Falha ao consultar nota fiscal no Portal Nacional da NF-e (web)";"Uiaciane";40;"04/07/2011"
"NEW-2430";"Nova funcionalidade";"OFF";"26/05/2011";"School (desktop)";"Gráfico de comparativo do aluno com relação a turma impresso no boletim.";"Jefferson";168;"09/11/2011"
"NEW-2432";"Nova funcionalidade";"ADI";"26/05/2011";"School (desktop)";"Declaração para professor";"Diego";692;
"BUG-2435";"Falha/erro";"OFF";"26/05/2011";"Sicopri";"Lotes gerados com quantidade de notas menor que o esperado";"Evandro";8;"03/06/2011"
"BUG-2439";"Falha/erro";"OFF";"27/05/2011";"Facture-e";"Mensagem de erro ao consultar situação da Nota Fiscal não autorizada";"Uiaciane";39;"04/07/2011"
"CHG-2442";"Mudança";"OFF";"27/05/2011";"Sicopri";"No “Cadastro de produtores”, na aba “Talões de notas fiscais”, mudar o título da coluna “Entregue ao produtor em” para ""Data da AIDF"".";"Flávio Delesposte";19;"15/06/2011"
"BUG-2444";"Falha/erro";"OFF";"30/05/2011";"Monnae";"Campo data de devolução (cheque de terceiros)";"Carlos Fim";36;"04/07/2011"
"BUG-2445";"Falha/erro";"OFF";"30/05/2011";"Monnae";"Grid não atualiza";"Carlos Fim";36;"04/07/2011"
"BUG-2446";"Falha/erro";"OFF";"30/05/2011";"Monnae";"Erro ao inserir fornecedor que contenha apóstrofo na razão social";"Carlos Fim";36;"04/07/2011"
"CHG-2447";"Mudança";"OFF";"30/05/2011";"Monnae";"Campo ""Número do documento"" pequeno";"Carlos Fim";36;"04/07/2011"
"BUG-2448";"Falha/erro";"OFF";"30/05/2011";"Monnae";"Data inicial do Fluxo de Caixa";"Carlos Fim";36;"04/07/2011"
"CHG-2457";"Mudança";"OFF";"31/05/2011";"Facture-e";"Alterar mensagem que é exibida na exclusão de uma ordem de produção.";"Flávio Delesposte";16;"15/06/2011"
"BUG-2458";"Falha/erro";"OFF";"31/05/2011";"Facture-e";"Erro ao gerar o Sintegra";"Uiaciane";16;"15/06/2011"
"BUG-2468";"Falha/erro";"OFF";"31/05/2011";"Facture-e";"Erro ao cadastrar Preço de Venda ou de Compra do Produto";"Uiaciane";16;"15/06/2011"
"BUG-2474";"Falha/erro";"OFF";"31/05/2011";"Facture-e";"Erro no Tipo de Operação do CTRC";"Uiaciane";35;"04/07/2011"
"CHG-2480";"Mudança";"OFF";"31/05/2011";"Facture-e";"Combinar os filtros da legenda com os filtros do componente de filtro.";"Flávio Delesposte";62;"01/08/2011"
"CHG-2481";"Mudança";"ACE";"31/05/2011";"ExceptionLog (Interno)";"Recebimento e processamento automático de logs de erros";"Carlos Fim";687;
"REF-2482";"Refatoração";"ACE";"31/05/2011";"ExceptionLog (Interno)";"Modificar o armazenamento do log de erros";"Carlos Fim";687;
"REF-2483";"Refatoração";"ACE";"31/05/2011";"ExceptionLog (Interno)";"Modificar o método de envio dos logs de erros";"Carlos Fim";687;
"NEW-2484";"Nova funcionalidade";"ACE";"31/05/2011";"ExceptionLog (Interno)";"Incluir informações de uso do banco de dados no log";"Carlos Fim";687;
"NEW-2485";"Nova funcionalidade";"ACE";"31/05/2011";"ExceptionLog (Interno)";"Incluir a versão do software no log de erros";"Carlos Fim";687;
"NEW-2486";"Nova funcionalidade";"ACE";"31/05/2011";"ExceptionLog (Interno)";"Incluir informações de uso do software no log";"Carlos Fim";687;
"CHG-2489";"Mudança";"OFF";"01/06/2011";"Sicopri";"Consultar anos ativos após o prazo para o envio das notas";"Evandro";322;"17/04/2012"
"CHG-2494";"Mudança";"OFF";"01/06/2011";"Sicopri";"Mudanças em Campos da Faca";"Carlos Henrique";14;"15/06/2011"
"NEW-2497";"Nova funcionalidade";"OFF";"02/06/2011";"Facture-e";"O saldo em estoque fica negativo ao excluir uma nota fiscal de registro do tipo de operação igual a entrada.";"Flávio Delesposte";33;"04/07/2011"
"BUG-2498";"Falha/erro";"OFF";"02/06/2011";"Facture-e";"Erro ao cancelar uma nota fiscal";"Flávio Delesposte";13;"15/06/2011"
"NEW-2499";"Nova funcionalidade";"OFF";"02/06/2011";"Monnae";"Classificação contábil";"Carlos Fim";224;"12/01/2012"
"NEW-2500";"Nova funcionalidade";"OFF";"02/06/2011";"Facture-e";"Nova opção de filtro que traz os produtos com estoque negativo, estoque zerado e estoque abaixo do mínimo.";"Flávio Delesposte";270;"27/02/2012"
"NEW-2508";"Nova funcionalidade";"OFF";"03/06/2011";"Sicopri";"Cadastro de benfeitorias/infra-estrutura";"Carlos Fim";67;"09/08/2011"
