"ID";"Tipo";"Estado";"Data da solicitação";"Software/componente";"Assunto";"Autor";"Idade";"Data do fechamento"
"PRJ-3931";"Projeto";"OFF";;"";"SchoolWeb 3.4";"Carlos Fim";15;
"ITE-3932";"Iteração";"OFF";;"";"Iteração 01: Melhorar a estrutura do software";"Carlos Fim";15;
"TSK-3933";"Tarefa";"OFF";;"";"Preparar as entregas do SchoolWeb 3.4.0";"Carlos Fim";15;
"TSK-3934";"Tarefa";"OFF";;"";"Criar a documentação da versão 3.4.0 do SchoolWeb";"Carlos Fim";15;
"PTH-3962";"Patch";"OFF";;"";"Correções no Facture-e";"Carlos Fim";22;
"TSK-3963";"Tarefa";"OFF";;"";"Preparar as entregas do Facture-e 3.0.1";"Carlos Fim";22;
"TSK-3964";"Tarefa";"OFF";;"";"Criar a documentação da versão do Facture-e 3.0.1";"Carlos Fim";22;
"PRJ-3965";"Projeto";"OFF";;"";"SchoolWeb 3.5.0";"Carlos Fim";66;
"ITE-3966";"Iteração";"OFF";;"";"Iteração 01: Implementar a atualização automática do SchoolWeb";"Carlos Fim";66;
"TSK-3967";"Tarefa";"OFF";;"";"Criar a documentação da versão 3.5.0 do SchoolWeb";"Carlos Fim";64;
"TSK-3968";"Tarefa";"OFF";;"";"Preparar as entregas da versão 3.5.0 do SchoolWeb";"Carlos Fim";64;
"TSK-3969";"Tarefa";"OFF";;"";"Implantar a versão 3.5.0 do SchoolWeb";"Carlos Fim";64;
"PRJ-3970";"Projeto";"OFF";;"";"School 2.7.0";"Carlos Fim";66;
"ITE-3971";"Iteração";"OFF";;"";"Iteração 01: Implementar a atualização automática do School";"Carlos Fim";66;
"TSK-3972";"Tarefa";"OFF";;"";"Criar a documentação da versão 2.7.0 do School";"Carlos Fim";63;
"TSK-3973";"Tarefa";"OFF";;"";"Preparar as entregas da versão 2.7.0 do School";"Carlos Fim";63;
"PRJ-4002";"Projeto";"OFF";;"";"Monnae 2.32.0";"Carlos Fim";9;
"ITE-4003";"Iteração";"OFF";;"";"Iteração 01: Revisar e refatorar o componente de acesso à dados";"Carlos Fim";9;
"TSK-4004";"Tarefa";"OFF";;"";"Criar a documentação da versão 2.32.0 do Monnae";"Carlos Fim";9;
"TSK-4005";"Tarefa";"OFF";;"";"Preparar as entregas da versão 2.32.0 do Monnae";"Carlos Fim";9;
"PRJ-4012";"Projeto";"OFF";;"";"Sicopri 5.5.0";"Carlos Fim";8;
"ITE-4013";"Iteração";"OFF";;"";"Iteração 01: Revisar e refatorar os grids dos módulos";"Carlos Fim";8;
"TSK-4014";"Tarefa";"OFF";;"";"Preparar as entregas da versão 5.5.0 do Sicopri";"Carlos Fim";8;
"TSK-4015";"Tarefa";"OFF";;"";"Criar a documentação da versão 5.5.0 do Sicopri";"Carlos Fim";8;
"PTH-4049";"Patch";"OFF";;"";"SchoolWeb 3.4.1";"Carlos Fim";8;
"PRJ-4085";"Projeto";"OFF";;"";"Monnae 3.0.0";"Carlos Fim";268;
"PRJ-4086";"Projeto";"OFF";;"";"Sicopri 5.6.0";"Carlos Fim";30;
"ITE-4092";"Iteração";"OFF";;"";"Iteração 01: Refatorações importantes";"Carlos Fim";267;
"ITE-4093";"Iteração";"OFF";;"";"Iteração 02: Mudanças necessárias";"Carlos Fim";126;
"ITE-4094";"Iteração";"OFF";;"";"Iteração 03: Orçamento";"Carlos Fim";126;
"ITE-4095";"Iteração";"OFF";;"";"Iteração 04: Conclusão do projeto";"Carlos Fim";126;
"TSK-4097";"Tarefa";"OFF";;"";"Criar a documentação da versão 3.0.0 do Monnae";"Carlos Fim";267;
"TSK-4098";"Tarefa";"OFF";;"";"Preparar as entregas da versão 3.0.0 do Monnae";"Carlos Fim";267;
"ITE-4123";"Iteração";"OFF";;"";"Implementação de visões";"Carlos Fim";28;
"ITE-4124";"Iteração";"OFF";;"";"Implementar solicitações de clientes";"Carlos Fim";28;
"TSK-4125";"Tarefa";"OFF";;"";"Plano de testes";"Carlos Fim";13;
"TSK-4126";"Tarefa";"OFF";;"";"Criar a documentação da versão 5.6.0 do Sicopri";"Carlos Fim";28;
"TSK-4127";"Tarefa";"OFF";;"";"Preparar as entregas da versão 5.6.0 do Sicopri";"Carlos Fim";28;
"TSK-4128";"Tarefa";"OFF";;"";"Definição das visões";"Carlos Fim";5;
"SMP-4129";"Solicitação de Mudança de Projeto";"OFF";;"";"Mudança de solicitação entre iterações";"Carlos Fim";1;
"TSK-4133";"Tarefa";"OFF";;"";"Criar plano de testes para a versão 3.0.1 do Facture-e";"Carlos Fim";2;
"PRJ-4135";"Projeto";"OFF";;"";"Facture-e 3.1.0";"Carlos Fim";25;
"PRJ-4136";"Projeto";"OFF";;"";"Facture-e 3.3.0";"Carlos Fim";79;
"PRJ-4137";"Projeto";"OFF";;"";"Facture-e 3.2.0";"Carlos Fim";50;
"PRJ-4138";"Projeto";"OFF";;"";"Facture-e 3.4.0";"Carlos Fim";108;
"ITE-4139";"Iteração";"OFF";;"";"Iteração 01: Ajustar SINTEGRA e SPED";"Carlos Fim";25;
"TSK-4140";"Tarefa";"OFF";;"";"Criar plano de testes para a versão 3.1.0 do Facture-e";"Carlos Fim";10;
"TSK-4141";"Tarefa";"OFF";;"";"Criar a documentação da versão 3.1.0 do Facture-e";"Carlos Fim";25;
"TSK-4142";"Tarefa";"OFF";;"";"Preparar as entregas da versão 3.1.0 do Facture-e";"Carlos Fim";25;
"ITE-4143";"Iteração";"OFF";;"";"Iteração 01: Ajustar o CT-e";"Carlos Fim";79;
"TSK-4144";"Tarefa";"OFF";;"";"Criar plano de testes para a versão 3.3.0 do Facture-e";"Carlos Fim";58;
"TSK-4145";"Tarefa";"OFF";;"";"Criar a documentação da versão 3.3.0 do Facture-e";"Carlos Fim";79;
"TSK-4146";"Tarefa";"OFF";;"";"Preparar as entregas da versão 3.3.0 do Facture-e";"Carlos Fim";79;
"ITE-4147";"Iteração";"OFF";;"";"Iteração 01: Ajustar a NF-e";"Carlos Fim";50;
"TSK-4148";"Tarefa";"OFF";;"";"Criar plano de testes para a versão 3.2.0 do Facture-e";"Carlos Fim";49;
"TSK-4149";"Tarefa";"OFF";;"";"Criar a documentação da versão 3.2.0 do Facture-e";"Carlos Fim";49;
"TSK-4150";"Tarefa";"OFF";;"";"Preparar as entregas da versão 3.2.0 do Facture-e";"Carlos Fim";49;
"ITE-4151";"Iteração";"OFF";;"";"Iteração 01: Implementar ajustes diversos";"Carlos Fim";108;
"TSK-4152";"Tarefa";"OFF";;"";"Criar plano de testes para a versão 3.4.0 do Facture-e";"Carlos Fim";107;
"TSK-4153";"Tarefa";"OFF";;"";"Criar a documentação da versão 3.4.0 do Facture-e";"Carlos Fim";107;
"TSK-4154";"Tarefa";"OFF";;"";"Preparar as entregas da versão 3.4.0 do Facture-e";"Carlos Fim";107;
"TSK-4159";"Tarefa";"OFF";;"";"Criar plano de testes da versão 3.0.0 do Monnae";"Carlos Fim";8;
"PTH-4205";"Patch";"OFF";;"";"School 2.6.1";"Carlos Fim";3;
"TSK-4206";"Tarefa";"OFF";;"";"Criar a documentação da versão 2.6.1 do School";"Carlos Fim";3;
"TSK-4207";"Tarefa";"OFF";;"";"Preparar as entregas da versão 2.6.1 do School";"Carlos Fim";3;
"TSK-4214";"Tarefa";"OFF";;"";"Plano de testes";"Carlos Fim";10;
"SMP-4240";"Solicitação de Mudança de Projeto";"OFF";;"";"Módulo de Biblioteca";"Carlos Fim";1;
"SMP-4285";"Solicitação de Mudança de Projeto";"OFF";;"";"Inclusão de novas solicitações e mudança de solicitações entre iterações";"Carlos Fim";1;
"TSK-4287";"Tarefa";"OFF";;"";"Atualizar plano de testes da versão 3.0.0 do Monnae";"Carlos Fim";233;
"PTH-4297";"Patch";"OFF";;"";"Correções no Facture-e";"Carlos Fim";1;
"TSK-4298";"Tarefa";"OFF";;"";"Criar a documentação da versão 3.1.1 do Facture-e";"Carlos Fim";1;
"TSK-4299";"Tarefa";"OFF";;"";"Preparar as entregas da versão 3.1.1 do Facture-e";"Carlos Fim";1;
"TSK-4316";"Tarefa";"OFF";;"";"Atalho para o site da Tecsystem no desktop";"Carlos Fim";8;
"TSK-4317";"Tarefa";"OFF";;"";"Atalho para o site da Tecsystem no desktop";"Carlos Fim";226;
"TSK-4318";"Tarefa";"OFF";;"";"Atalho para o site da Tecsystem no desktop";"Carlos Fim";14;
"TSK-4321";"Tarefa";"OFF";;"";"Criar manual de publicação";"Carlos Fim";10;
"PTH-4360";"Patch";"OFF";;"";"Facture-e 3.1.2";"Carlos Fim";8;
"TSK-4361";"Tarefa";"OFF";;"";"Criar a documentação da versão 3.1.2 do Facture-e";"Carlos Fim";2;
"TSK-4362";"Tarefa";"OFF";;"";"Preparar as entregas da versão 3.1.2 do Facture-e";"Carlos Fim";2;
"TSK-4363";"Tarefa";"OFF";;"";"Integrar as modificações à versão 3.2.0 do Facture-e";"Carlos Fim";8;
"PRJ-4392";"Projeto";"OFF";;"";"School 2.8.0";"Carlos Fim";78;
"PRJ-4403";"Projeto";"OFF";;"";"SchoolWeb 4.0.0";"Carlos Fim";126;
"ITE-4404";"Iteração";"OFF";;"";"Iteração 01: Implementar turma multi e atividades complementares";"Carlos Fim";77;
"ITE-4405";"Iteração";"OFF";;"";"Iteração 02: Ajustar o sistema ao censo 2012";"Carlos Fim";77;
"ITE-4406";"Iteração";"OFF";;"";"Iteração 03: Importação/exportação do censo";"Carlos Fim";77;
"TSK-4407";"Tarefa";"OFF";;"";"Criar a documentação da versão 2.8.0 do School";"Carlos Fim";77;
"TSK-4408";"Tarefa";"OFF";;"";"Preparar as entregas da versão 2.8.0 do School";"Carlos Fim";77;
"TSK-4409";"Tarefa";"OFF";;"";"Criar plano de testes da versão 2.8.0 do School";"Carlos Fim";13;
"TSK-4410";"Tarefa";"OFF";;"";"Criar plano de testes da versão 2.8.0 do School";"Carlos Fim";77;
"TSK-4411";"Tarefa";"OFF";;"";"Criar plano de testes da versão 2.8.0 do School";"Carlos Fim";77;
"TSK-4412";"Tarefa";"OFF";;"";"Ajustar as tabelas do censo";"Carlos Fim";77;
"TSK-4413";"Tarefa";"OFF";;"";"Trocar servidor de aplicação do Schoolweb";"Carlos Fim";125;
"TSK-4414";"Tarefa";"OFF";;"";"Criar a documentação da versão 4.0.0 do SchoolWeb";"Carlos Fim";125;
"TSK-4415";"Tarefa";"OFF";;"";"Preparar as entregas da versão 4.0.0 do SchoolWeb";"Carlos Fim";125;
"TSK-4416";"Tarefa";"OFF";;"";"Criar plano de testes da versão 4.0.0 do SchoolWeb";"Carlos Fim";125;
"ITE-4417";"Iteração";"OFF";;"";"Iteração 01: Redefinir o layout do sistema";"Carlos Fim";125;
"SMP-4521";"Solicitação de Mudança de Projeto";"OFF";;"";"Mudança no prazo de conclusão do projeto";"Carlos Fim";62;
"PTH-4524";"Patch";"OFF";;"";"School 2.7.1";"Carlos Fim";1;
"TSK-4525";"Tarefa";"OFF";;"";"Criar a documentação da versão 2.7.1 do School";"Carlos Fim";1;
"TSK-4526";"Tarefa";"OFF";;"";"Preparar as entregas da versão 2.7.1 do School";"Carlos Fim";1;
"PRJ-4564";"Projeto";"OFF";;"";"Geagro 1.0.0";"Carlos Fim";35;
"ITE-4565";"Iteração";"OFF";;"";"Iteração 01: Mudança do sistema de Sicopri para Geagro";"Carlos Fim";35;
"TSK-4566";"Tarefa";"OFF";;"";"Criar plano de testes da versão 1.0.0 do Geagro";"Carlos Fim";35;
"TSK-4567";"Tarefa";"OFF";;"";"Criar a documentação da versão 1.0.0 do Geagro";"Carlos Fim";35;
"TSK-4568";"Tarefa";"OFF";;"";"Preparar as entregas da versão 1.0.0 do Geagro";"Carlos Fim";35;
"TSK-4570";"Tarefa";"OFF";;"";"Criar a documentação do Geagro na Base de Conhecimento";"Carlos Fim";35;
"SMP-4600";"Solicitação de Mudança de Projeto";"OFF";;"";"Modificar o prazo de conclusão da versão 3.3.0";"Carlos Fim";1;
"PTH-4648";"Patch";"OFF";;"";"School 2.7.2";"Carlos Fim";2;
"TSK-4650";"Tarefa";"OFF";;"";"Criar a documentação da versão 2.7.2 do School";"Carlos Fim";1;
"TSK-4651";"Tarefa";"OFF";;"";"Preparar as entregas da versão 2.7.2 do School";"Carlos Fim";1;
"PRJ-4660";"Projeto";"OFF";;"";"Sicopri 5.7.0";"Carlos Fim";8;
"ITE-4661";"Iteração";"OFF";;"";"Iteração 01: Corrigir bugs e implementar os ajustes necessários";"Carlos Fim";8;
"TSK-4662";"Tarefa";"OFF";;"";"Criar a documentação da versão 5.7.0 do Sicopri";"Carlos Fim";8;
"TSK-4663";"Tarefa";"OFF";;"";"Preparar as entregas da versão 5.7.0 do Sicopri";"Carlos Fim";8;
"TSK-4664";"Tarefa";"OFF";;"";"Criar plano de testes da versão 5.7.0 do Sicopri";"Carlos Fim";8;
"SMP-4697";"Solicitação de Mudança de Projeto";"OFF";;"";"Prorrogação do prazo de conclusão";"Carlos Fim";1;
"PTH-4760";"Patch";"OFF";;"";"Sicopri 5.7.1";"Carlos Fim";1;
"PRJ-4792";"Projeto";"OFF";;"";"Geagro 1.1.0";"Carlos Fim";32;
"ITE-4799";"Iteração";"OFF";;"";"Iteração 01: Melhorar a usabilidade do sistema";"Carlos Fim";31;
"TSK-4800";"Tarefa";"OFF";;"";"Criar plano de testes da versão 1.1.0 do Geagro";"Carlos Fim";31;
"PTH-4844";"Patch";"OFF";;"";"SchoolWeb 3.5.1";"Carlos Fim";17;
"TSK-4845";"Tarefa";"OFF";;"";"Criar a documentação da versão 3.5.1 do SchoolWeb";"Carlos Fim";17;
"TSK-4847";"Tarefa";"OFF";;"";"Preparar as entregas da versão 3.5.1 do SchoolWeb";"Carlos Fim";17;
"PRJ-4857";"Projeto";"OFF";;"";"Facture-e 3.5.0";"Carlos Fim";20;
"ITE-4858";"Iteração";"OFF";;"";"Iteração 01: Implementar ajustes diversos";"Carlos Fim";20;
"TSK-4859";"Tarefa";"OFF";;"";"Criar a documentação  e preparar as entregas da versão 3.5.0 do Facture-e";"Carlos Fim";20;
"ITE-4891";"Iteração";"OFF";;"";"Iteração 02: Melhorar a usabilidade do sistema";"Carlos Fim";18;
"TSK-4892";"Tarefa";"OFF";;"";"Planejar testes da versão 1.1.0 do Geagro";"Carlos Fim";18;
"SMP-4944";"Solicitação de Mudança de Projeto";"OFF";;"";"Redução do escopo do projeto";"Carlos Fim";1;
"SMP-4960";"Solicitação de Mudança de Projeto";"OFF";;"";"Alteração da data de conclusão da segunda iteração.";"Carlos Fim";1;
"PTH-4987";"Patch";"OFF";;"";"School 2.8.1";"Carlos Fim";17;
"SMP-4995";"Solicitação de Mudança de Projeto";"OFF";;"";"Alterações no prazo de conclusão";"Carlos Fim";44;
"PRJ-4997";"Projeto";"OFF";;"";"Facture-e 3.6.0";"Carlos Fim";22;
"ITE-4999";"Iteração";"OFF";;"";"Iteração 01: Implementar eventos e ajustes diversos";"Carlos Fim";22;
"PRJ-5023";"Projeto";"OFF";;"";"Sicopri 5.8.0";"Carlos Fim";9;
"ITE-5026";"Iteração";"OFF";;"";"Iteração 01: Implementar solicitações de clientes";"Carlos Fim";9;
"PRJ-5072";"Projeto";"OFF";;"";"Geagro 1.2.0";"Carlos Fim";11;
"ITE-5073";"Iteração";"OFF";;"";"Iteração 01: Implementar gráficos";"Carlos Fim";11;
"TSK-5074";"Tarefa";"OFF";;"";"Preparar as entregas da versão 1.2.0 do Geagro";"Carlos Fim";11;
"TSK-5075";"Tarefa";"OFF";;"";"Criar a documentação da versão 1.2.0 do Geagro";"Carlos Fim";11;
"PRJ-5113";"Projeto";"OFF";;"";"School 2.9.0";"Carlos Fim";81;
"ITE-5114";"Iteração";"OFF";;"";"Iteração 01: Implementar modelos de histórico";"Carlos Fim";81;
"PRJ-5115";"Projeto";"OFF";;"";"School 2.10.0";"Carlos Fim";63;
"ITE-5116";"Iteração";"OFF";;"";"Iteração 01: Implementar calendário escolar";"Carlos Fim";63;
"TSK-5128";"Tarefa";"OFF";;"";"Criar a documentação da versão 2.9.0 do School";"Carlos Fim";74;
"TSK-5129";"Tarefa";"OFF";;"";"Preparar as entregas da versão 2.9.0 do School";"Carlos Fim";74;
"PRJ-5208";"Projeto";"OFF";;"";"Facture-e 3.7.0";"Carlos Fim";3;
"ITE-5209";"Iteração";"OFF";;"";"Iteração 01: Realizar ajustes necessários no software";"Carlos Fim";3;
"PRJ-5210";"Projeto";"OFF";;"";"Geagro 1.3.0";"Carlos Fim";8;
"ITE-5211";"Iteração";"OFF";;"";"Iteração 01: Modificar vínculos de propriedade";"Carlos Fim";8;
"PRJ-5214";"Projeto";"OFF";;"";"SchoolWeb 4.1.0";"Carlos Fim";26;
"ITE-5215";"Iteração";"OFF";;"";"Iteração 01: modificar/implementar novos relatórios";"Carlos Fim";26;
"PRJ-5233";"Projeto";"OFF";;"";"Facture-e 3.8.0";"Carlos Fim";22;
"ITE-5234";"Iteração";"OFF";;"";"Iteração 01: Realizar ajustes necessários no software";"Carlos Fim";22;
"PRJ-5259";"Projeto";"OFF";;"";"Geagro 1.4.0";"Carlos Fim";19;
"ITE-5260";"Iteração";"OFF";;"";"Iteração 01: Implementar solicitações dos usuários";"Carlos Fim";19;
"PRJ-5267";"Projeto";"OFF";;"";"Sicopri 5.9.0";"Carlos Fim";4;
"ITE-5268";"Iteração";"OFF";;"";"Iteração 01: Implementar solicitações de clientes";"Carlos Fim";4;
"PTH-5293";"Patch";"OFF";;"";"SchoolWeb 4.0.1";"Carlos Fim";3;
"SMP-5307";"Solicitação de Mudança de Projeto";"OFF";;"";"Diminuição do escopo da versão 4.1.0 do SchoolWeb";"Carlos Fim";1;
"PRJ-5308";"Projeto";"OFF";;"";"SchoolWeb 4.2.0";"Carlos Fim";29;
"ITE-5309";"Iteração";"OFF";;"";"Iteração 01: automatizar a publicação dos dados";"Carlos Fim";29;
"PRJ-5369";"Projeto";"OFF";;"";"Facture-e 3.9.0";"Carlos Fim";105;
"ITE-5370";"Iteração";"OFF";;"";"Iteração 01: Realizar ajustes necessários no software";"Carlos Fim";105;
"PRJ-5398";"Projeto";"OFF";;"";"Geagro 1.5.0";"Carlos Fim";36;
"ITE-5399";"Iteração";"OFF";;"";"Iteração 01: Implementar solicitações dos usuários";"Carlos Fim";36;
"TSK-5419";"Tarefa";"OFF";;"";"Integrar as versões 2.9.0 e 2.10.0";"Carlos Fim";31;
"SMP-5420";"Solicitação de Mudança de Projeto";"OFF";;"";"Alterações no escopo e no prazo do projeto";"Carlos Fim";1;
"SMP-5421";"Solicitação de Mudança de Projeto";"OFF";;"";"Alteração no prazo do projeto";"Carlos Fim";1;
"PTH-5480";"Patch";"OFF";;"";"Facture-e 3.8.1";"Carlos Fim";11;
"SMP-5483";"Solicitação de Mudança de Projeto";"OFF";;"";"Prorrogação da data de concusão";"Carlos Fim";1;
"TSK-5484";"Tarefa";"OFF";;"";"Lançar versão alpha do sistema";"Carlos Fim";51;
"SMP-5527";"Solicitação de Mudança de Projeto";"OFF";;"";"Aumento do prazo do projeto";"Carlos Fim";1;
"PTH-5571";"Patch";"OFF";;"";"SchoolWeb 4.1.1";"Carlos Fim";12;
"TSK-5572";"Tarefa";"OFF";;"";"Incluir scripts no branch";"Carlos Fim";12;
"SMP-5612";"Solicitação de Mudança de Projeto";"OFF";;"";"Aumento do prazo e mudanças no escopo do projeto";"Carlos Fim";1;
"PRJ-5719";"Projeto";"OFF";;"";"SchoolWeb 4.2.0";"Carlos Fim";29;
"ITE-5722";"Iteração";"OFF";;"";"Melhorar a performance do sistema";"Carlos Fim";29;
"PRJ-5725";"Projeto";"OFF";;"";"School 2.10.0";"Carlos Fim";71;
"ITE-5726";"Iteração";"OFF";;"";"Iteração 01: Implementa todas as solicitações";"Carlos Fim";71;
"PRJ-5733";"Projeto";"OFF";;"";"Geagro 1.6.0";"Carlos Fim";10;
"ITE-5734";"Iteração";"OFF";;"";"Iteração 01: Implementas todas as solicitações de mudança do projeto";"Carlos Fim";10;
"PTH-5752";"Patch";"OFF";;"";"School 2.9.1";"Carlos Fim";5;
"PTH-5837";"Patch";"OFF";;"";"Sicopri 5.9.1";"Carlos Fim";12;
"PTH-5858";"Patch";"OFF";;"";"Facture-e 3.8.2";"Carlos Fim";16;
"PTH-5899";"Patch";"OFF";;"";"Geagro 1.6.1";"Carlos Fim";11;
"PRJ-5959";"Projeto";"OFF";;"";"Monnae 3.1.0";"Carlos Fim";11;
"ITE-5960";"Iteração";"OFF";;"";"Iteração 01: Ajustes não implementados na versão 3.0.0";"Carlos Fim";11;
"PRJ-5984";"Projeto";"OFF";;"";"SchoolWeb 4.3.0";"Carlos Fim";28;
"ITE-5985";"Iteração";"OFF";;"";"Iteração 01: Criar página de administração do sistema";"Carlos Fim";28;
"ITE-6003";"Iteração";"OFF";;"";"Iteração 02: Correções de erros";"Carlos Fim";4;
"PRJ-6007";"Projeto";"OFF";;"";"Geagro 1.7.0";"Carlos Fim";119;
"ITE-6009";"Iteração";"OFF";;"";"Iteração 01: Propriedades e Serviços no mapa";"Carlos Fim";119;
"ITE-6020";"Iteração";"OFF";;"";"Iteração 02: Correções de erros e solicitações de alta prioridade";"Carlos Fim";24;
"PRJ-6036";"Projeto";"OFF";;"";"Monnae 3.2.0";"Carlos Fim";11;
"ITE-6037";"Iteração";"OFF";;"";"Iteração 01: Eliminar o módulo de Caixa";"Carlos Fim";11;
"ITE-6038";"Iteração";"OFF";;"";"Iteração 02: Implementar ajustes diversos";"Carlos Fim";11;
"ITE-6116";"Iteração";"OFF";;"";"Iteração 02: Ajustes diversos";"Carlos Fim";101;
"PTH-6144";"Patch";"OFF";;"";"SchoolWeb 4.3.1";"Carlos Fim";2;
"PRJ-6202";"Projeto";"OFF";;"";"SchoolWeb 4.4.0";"Carlos Fim";36;
"ITE-6203";"Iteração";"OFF";;"";"Iteração 01: implementar solicitações diversas";"Carlos Fim";36;
"PRJ-6224";"Projeto";"OFF";;"";"School 2.11.0";"Carlos Fim";29;
"ITE-6225";"Iteração";"OFF";;"";"Iteração 01: Implementar todas as solicitações";"Carlos Fim";29;
"PTH-6262";"Patch";"OFF";;"";"Monnae 3.2.1";"Carlos Fim";2;
"PTH-6269";"Patch";"OFF";;"";"School 2.10.1";"Carlos Fim";6;
"PRJ-6288";"Projeto";"OFF";;"";"Facture-e 3.10.0";"Carlos Fim";37;
"ITE-6289";"Iteração";"OFF";;"";"Iteração 01: Implementar todas as solicitações";"Carlos Fim";37;
"PTH-6351";"Patch";"OFF";;"";"School 2.10.2";"Carlos Fim";1;
"PRJ-6481";"Projeto";"OFF";;"";"Monnae 3.3.0";"Carlos Fim";4;
"ITE-6482";"Iteração";"OFF";;"";"Iteração 01: Todas as entregas do projeto";"Carlos Fim";4;
"PRJ-6485";"Projeto";"OFF";;"";"SchoolWeb 4.5.0";"Carlos Fim";39;
"ITE-6486";"Iteração";"OFF";;"";"Iteração 01: Implementar todas as solicitações do projeto";"Carlos Fim";39;
"PRJ-6529";"Projeto";"ABE";;"";"Facture-e 4.0.0";"Carlos Fim";63;
"ITE-6530";"Iteração";"INI";;"";"Iteração 01: Novo controle de estoque";"Carlos Fim";63;
"ITE-6531";"Iteração";"DEF";;"";"Iteração 02: Ajustes no controle de produção";"Carlos Fim";63;
"ITE-6532";"Iteração";"DEF";;"";"Iteração 03: Obrigações acessórias";"Carlos Fim";63;
"ITE-6533";"Iteração";"DEF";;"";"Iteração 04: Relatórios";"Carlos Fim";63;
"PRJ-6537";"Projeto";"ABE";;"";"Monnae 4.0.0";"Carlos Fim";63;
"ITE-6539";"Iteração";"CON";;"";"Iteração 01: Emissão de boletos";"Carlos Fim";63;
"PTH-6540";"Patch";"OFF";;"";"School 2.11.1";"Carlos Fim";9;
"PTH-6563";"Patch";"OFF";;"";"Facture-e 3.10.1";"Carlos Fim";14;
"PRJ-6587";"Projeto";"OFF";;"";"School 2.12.0";"Carlos Fim";32;
"ITE-6588";"Iteração";"OFF";;"";"Iteração 01: Ajustes diversos";"Carlos Fim";32;
"ITE-6589";"Iteração";"OFF";;"";"Iteração 02: Mudanças no histórico";"Carlos Fim";32;
"TSK-6625";"Tarefa";"OFF";;"";"Configurar página ao instalar o sistema";"Carlos Fim";8;
"TSK-6626";"Tarefa";"ATR";;"";"Configurar página ao instalar o sistema";"Carlos Fim";48;
"TSK-6627";"Tarefa";"OFF";;"";"Configurar página ao instalar o sistema";"Carlos Fim";26;
"TSK-6628";"Tarefa";"ATR";;"";"Configurar página ao instalar o sistema";"Carlos Fim";48;
"TSK-6657";"Tarefa";"CON";;"";"Merge da versão 3.10.1 com a versão 4.0.0";"Carlos Fim";44;
"PRJ-6715";"Projeto";"ABE";;"";"Geagro 1.8.0";"Carlos Fim";36;
"ITE-6716";"Iteração";"INI";;"";"Iteração 01: Todas as entregas do projeto";"Carlos Fim";36;
"PRJ-6748";"Projeto";"ABE";;"";"SchoolWeb 4.6.0";"Carlos Fim";33;
"ITE-6749";"Iteração";"INI";;"";"Iteração 01: todas as entregas do projeto";"Carlos Fim";33;
"PTH-6758";"Patch";"OFF";;"";"Facture-e 3.10.2";"Carlos Fim";9;
"TSK-6759";"Tarefa";"CON";;"";"Fazer merge da versão 3.10.2 com a 4.0.0";"Carlos Fim";30;
"TSK-6800";"Tarefa";"OFF";;"";"Criar script de atualização do SchoolWeb";"Carlos Fim";5;
"TSK-6801";"Tarefa";"OFF";;"";"Ajustar script de atualização do SchoolWeb";"Carlos Fim";5;
"PTH-6828";"Patch";"OFF";;"";"School 2.12.1";"Carlos Fim";2;
"PRJ-6852";"Projeto";"ABE";;"";"School 2.13.0";"Carlos Fim";21;
"ITE-6853";"Iteração";"INI";;"";"Iteração 01: Cadastro de servidores";"Carlos Fim";21;
"ITE-6924";"Iteração";"INI";;"";"Iteração 02: Conciliação automática";"Carlos Fim";13;
"TSK-6944";"Tarefa";"ATR";;"";"Criar cenários de teste para o novo controle de estoque";"Carlos Fim";8;
"ITE-6959";"Iteração";"INI";;"";"Iteração 02: Ajustes diversos";"Carlos Fim";5;
"NEW-863";"Nova funcionalidade";"OFF";"16/07/2010";"Facture-e";"Centralizar num local específico o arquivo xml enviado e recebido";"Daiane Faé";408;"02/09/2011"
"NEW-879";"Nova funcionalidade";"OFF";"16/07/2010";"Monnae";"Gerar as contas a pagar automaticamente";"Daiane Faé";272;"19/04/2011"
"BUG-874";"Falha/erro";"OFF";"19/07/2010";"Facture-e";"Na exportação aparecem as notas canceladas";"Daiane Faé";15;"06/08/2010"
"NEW-888";"Nova funcionalidade";"OFF";"19/07/2010";"School (desktop)";"Campo para cadastro do NIS";"Daiane Faé";356;"12/07/2011"
"CHG-889";"Mudança";"OFF";"19/07/2010";"School (desktop)";"localizar a partir da digitação das primeiras letras";"Daiane Faé";408;"02/09/2011"
"CHG-890";"Mudança";"OFF";"19/07/2010";"School (desktop)";"Puxar a data de admissão cadastrada no ano anterior";"Daiane Faé";355;"12/07/2011"
"NEW-896";"Nova funcionalidade";"OFF";"19/07/2010";"School (desktop)";"Formulário de controle de notas e faltas.";"Daiane Faé";408;"02/09/2011"
"NEW-901";"Nova funcionalidade";"OFF";"19/07/2010";"School (desktop)";"Mecanismo para localizar os alunos cadastrados no bolsa família";"Daiane Faé";550;"23/01/2012"
"CHG-936";"Mudança";"OFF";"19/07/2010";"School (desktop)";"Adaptar o sistema para nomenclatura de séries do município de Rio Novo";"Daiane Faé";216;"22/02/2011"
"CHG-937";"Mudança";"OFF";"19/07/2010";"Sicopri";"Aviso de notas já cadastradas";"Daiane Faé";48;"08/09/2010"
"NEW-938";"Nova funcionalidade";"OFF";"19/07/2010";"Sicopri";"Mais tipos de gráficos";"Daiane Faé";407;"02/09/2011"
